location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.0189665086816342
austin,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.08215391996579294
baltimore,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.058671982538175106
bangor,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.02201690110642368
beaumont,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.039288777041782526
boston,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.10464090719895178
boulder,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.10807059800198264
charleston,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.06013754728562621
cherokee,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.02056075611931825
clt-area,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.5629150798084367
colorado,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.2025531551969293
colorado-springs,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.20351735304484472
columbia,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.04200347825524489
columbus,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.0
dallas,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.0897097365458022
denver,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.25139882447570117
deschutes,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.06230039192385894
duluth,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.08097925866565589
el-paso,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.7311939466439753
eugene,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.014303021076976232
fay-area,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.6047826291229553
florence,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.013560618375870479
floyd,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.02862203853025421
frederick,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.005471524327914196
georgia,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.08479034504352313
greenville,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.01883431337686895
hall,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.014735491279556387
harford,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.0026377398766199885
henry,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.03995769304335382
horry,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.0371860104795247
houston,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.16782004911938964
indiana,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.057153740622795164
indianapolis,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.019182879956483462
la-grange,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.015766184710475147
larimer,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.07532921661168165
lynn,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.06548048978938376
macon,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.0546126248451961
maine,2026-05-09,0,2026-05-09,Flu ED visits pct,quantile,0.025,0.12178540867044067
