location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.3400989939464376
austin,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.233747520616517
baltimore,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.21344274396990706
bangor,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6650696112983758
beaumont,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.410356148641484
boston,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.4993083368321497
boulder,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.111395792732931
charleston,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.784607751796434
cherokee,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8922825953699987
clt-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3646968223342106
colorado,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6247980243001395
colorado-springs,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8328010050804578
columbia,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9526376937830083
columbus,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.366837587483518
dallas,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.4637481678471485
denver,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.685285970720036
deschutes,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.618065266257086
duluth,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6126085739175199
el-paso,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.39707940811993236
eugene,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.8741243801078853
fay-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.191045548102113
florence,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.4433541730199722
floyd,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6210519451506583
frederick,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.08808520274864177
georgia,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.193870164210201
greenville,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7163862171705827
hall,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.40492459223235994
harford,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.25763445243276994
henry,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.42981655232916427
horry,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.1458440209902154
houston,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6973401425670014
indiana,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.0829982103415305
indianapolis,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3738660425088849
la-grange,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6182314494427624
larimer,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.3821087115591442
lynn,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5814922221202191
macon,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7827414161924786
maine,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9026863204339449
marietta,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6515703721082904
maryland,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.2794100291385286
massachusetts,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5439559523430169
medford,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.3209850301443953
mesa,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7170457448158959
minneapolis,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6233578791991656
minnesota,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.939903543913843
montgomery,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.30446438800656317
nenc,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2742497887427489
new-bedford,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5587313716560554
north-carolina,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3278654706447557
nyc,2026-02-14,0,2026-02-14,ILI ED visits pct,quantile,0.025,1.8224587222076565
ogden,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3282280386263263
oregon,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.8142624698740772
pittsfield,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.3258612009019788
portland,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5165662611186553
portland-or,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.4850666940986965
provo,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.07968746235151
roanoke,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.0774677878712142
rochester,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.7173567974183601
rock-hill,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.19869550140690953
rtp-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.1768125376079137
salem,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.9046629443925136
salt-lake-city,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.519180287533085
san-antonio,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,4.495516767652212
savannah,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.82215847071702
senc,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9377288495562222
south-augusta,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9632494197127225
south-carolina,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.7095782869472467
springfield,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.4205328937283271
st-cloud,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2551127185831967
st-paul,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.4834465215086353
texas,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.0108940267535718
triad-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8909983332647309
utah,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.4147692245061316
virginia,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9265518865933662
weld,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.41373734537902357
wnc,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8932996891205208
worcester,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5381814622840793
athens,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.268516903983286
austin,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.7900267155885545
baltimore,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.1624162451895105
bangor,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.529585140640561
beaumont,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.131804162745309
boston,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.37692576735391653
boulder,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.8714674966379742
charleston,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,2.1747610009379366
cherokee,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.6807035268338665
clt-area,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.026880905702105
colorado,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.4894452803113644
colorado-springs,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.6558668724550274
columbia,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.7296122912801262
columbus,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.871517394504412
dallas,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.1464941059941856
denver,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.547010060754352
deschutes,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,2.0847857808340544
duluth,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.4978115008545785
el-paso,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.30999371102496287
eugene,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,2.144370350636876
fay-area,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.6752852803012361
florence,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.136015092437006
floyd,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.4901850053098651
frederick,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.05233491995305716
georgia,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.961164207228722
greenville,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.5332683021294916
hall,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.3151034559301064
