location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.7149600502417996
austin,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.6224164846399116
baltimore,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.513375054696086
bangor,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.23688489000650834
beaumont,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,2.102240963793575
boston,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.4021554321457637
boulder,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.5673706635804143
charleston,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.4336126542475743
cherokee,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.7098550203944588
clt-area,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,3.4116875014329042
colorado,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.40906469305065946
colorado-springs,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.4731275382129185
columbia,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.33362966683562145
columbus,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.10237720453962303
dallas,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.6619191820993585
denver,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.416787815048051
deschutes,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.1423200800256964
duluth,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.10468785784895723
el-paso,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.4798114172387443
eugene,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.0787543587226773
fay-area,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,2.3010381914472067
florence,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.387405233931608
floyd,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.5789646261800167
frederick,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.34864587629479515
georgia,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.6990306473345652
greenville,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.48923122228026333
hall,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.33660605816122846
harford,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.29519369582156463
henry,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.4094597645501801
horry,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.39964330308702434
houston,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.6649904182688657
indiana,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.4590001842686606
indianapolis,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.3094902045402905
la-grange,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.5878436332346816
larimer,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.39565355766022975
lynn,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.5715824525895772
macon,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.5454772338133537
maine,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.48698400057093966
marietta,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.22564779677181807
maryland,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.4875720745497652
massachusetts,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.7010169885222736
medford,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.03343430509276653
mesa,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.23619827533713605
minneapolis,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.30777331589746276
minnesota,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.5234597891275492
montgomery,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,0.5428250313120602
nenc,2025-12-20,0,2025-12-20,Flu ED visits pct,quantile,0.025,2.187295421998285
