location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.023927256045933737
austin,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.12654365303771198
baltimore,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.12111324746914455
bangor,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.00839293620828732
beaumont,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.07340601461161848
boston,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.18492534073657904
boulder,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.19751820302298742
charleston,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0626287225086948
cherokee,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.10201472511357625
clt-area,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.4994111393060533
colorado,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.33324608096649677
colorado-springs,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.3233111610921498
columbia,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.03941350434708958
columbus,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0
dallas,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.11961066346364795
denver,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.3700446537396217
deschutes,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.05087617145754985
duluth,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.09595531083672586
el-paso,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.8108043346122303
eugene,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.028415481257682784
fay-area,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.48567459887762104
florence,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.005103775531380091
floyd,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.03130242539974995
frederick,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.004411976186524769
georgia,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.10538695003745151
greenville,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.11413088162705294
hall,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.02704379335433231
harford,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0014365067667056058
henry,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.03841572036975972
horry,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.04477396802772403
houston,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.20013803292845622
indiana,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.07746761233792385
indianapolis,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.04186202319590266
la-grange,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.024134925161730145
larimer,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0763651294160188
lynn,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.16231796468448445
macon,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.048250752025679806
maine,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.19122338842503692
marietta,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.03185354185324488
maryland,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.11424428025450162
massachusetts,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.1741900839907022
medford,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.022080773192842455
mesa,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0
minneapolis,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.24785548369208327
minnesota,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.228282281553627
montgomery,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.09256675674024203
nenc,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.06728375691519593
new-bedford,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.1678245810406415
north-carolina,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.28346900215204757
nyc,2026-05-02,0,2026-05-02,ILI ED visits pct,quantile,0.025,1.2279659730582302
ogden,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.04617518367176762
oregon,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.17788473007441802
pittsfield,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.009706975093485401
portland,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.09644941021439601
portland-or,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.2059091852949098
provo,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.10666886512608692
roanoke,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.11909238849330094
rochester,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.016514436151524044
rock-hill,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0
rtp-area,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.06157951311130267
salem,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.04616340649826891
salt-lake-city,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.12509756109932438
san-antonio,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.12458266573546566
savannah,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.003980169941185744
senc,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.030677642341982295
south-augusta,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.050414584397085155
south-carolina,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.07594033405975642
springfield,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.10874590539436434
