location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,0.9348459164316938
austin,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.820030896292065
baltimore,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,0.2833867918850656
bangor,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,0.7935102980666867
beaumont,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,0.7157612104598201
boston,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,0.9139552840968701
boulder,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.7308206828081074
charleston,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.5115913583219125
cherokee,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.759963305810223
clt-area,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.8342165537424222
colorado,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.2450028027532103
colorado-springs,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.2332062450328511
columbia,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.3856632498725323
columbus,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.5587479111303648
dallas,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.6001443578492303
denver,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.2297932186350593
deschutes,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.2944439372407994
duluth,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,0.9710497762182803
el-paso,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,0.6673125015289069
eugene,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,1.7267415037913054
fay-area,2026-02-28,0,2026-02-28,Flu ED visits pct,quantile,0.025,2.3049228945535316
