location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
clt-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,0.7188423724971483
fay-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,0.941814835261035
nenc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,0.3944346338916378
north-carolina,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,0.5240917822659265
rtp-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,0.7334652497725346
senc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,0.22945697970130194
triad-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,0.7940505251223915
wnc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,0.4711013621638687
clt-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.4979285518899875
fay-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.6920157970320877
nenc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.2819847229935812
north-carolina,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.40630162001956527
rtp-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.5200011834873365
senc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.19235557458547023
triad-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.5981288823258432
wnc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.3318556186942834
clt-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.2912004820593896
fay-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.4381110646946932
nenc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.19426793169177597
north-carolina,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.23459561325505263
rtp-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.2864794080738549
senc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.14802585179146224
triad-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.34285978106631687
wnc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.21502249119383682
clt-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.17746954717676697
fay-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.2815365554932583
nenc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.12792016819113106
north-carolina,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.16189661602356142
