location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.027145373707784894
austin,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.06317500321489214
baltimore,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.03742907239632074
bangor,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.011180285840292474
beaumont,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.08230276122724858
boston,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.04244651693613818
boulder,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.03962269226557969
charleston,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.06013313278686961
cherokee,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.008252899987171955
clt-area,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.6409328587839507
colorado,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.126706898981168
colorado-springs,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.10245454727396637
columbia,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.004428294297020468
columbus,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0
dallas,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.07286493804156131
denver,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.08420518093154847
deschutes,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.10140922278034982
duluth,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0449534655582825
el-paso,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.4858999486759277
eugene,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.029832636835161644
fay-area,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.4423937552547019
florence,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.025535040535085644
floyd,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.038859287113411245
frederick,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.001516639739167859
georgia,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.07684359602533629
greenville,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0170049145265189
hall,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.012773921689363558
harford,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0030596143973491644
henry,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.013010408741776664
horry,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.010077216242289794
houston,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.12485569241150608
indiana,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.026996141545040972
indianapolis,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.016693019060110836
la-grange,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0003963709787215084
larimer,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.00717387672444191
lynn,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.024397432374684953
macon,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.08290573667726275
maine,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.05644084705918908
marietta,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.016302579826350132
maryland,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0675244117936064
massachusetts,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.06438250691344415
medford,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0
mesa,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0
minneapolis,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.07513119274040164
minnesota,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.10745676214761798
montgomery,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.058040725596698366
nenc,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.062195774902691646
