location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.7279780439933838
austin,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,2.519286010731627
baltimore,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.2828887039586773
bangor,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.9534200775340045
beaumont,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.1469106695582494
boston,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.5562388051860994
boulder,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.416186823543656
charleston,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,2.0651997937761677
cherokee,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.4454016058066732
clt-area,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.391634232311899
colorado,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.855877106758558
colorado-springs,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.9540537914546269
columbia,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.1109220350074256
columbus,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.5448821488900986
dallas,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.758932077536482
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.845757918554605
deschutes,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,2.284326849710949
duluth,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.5393712597632828
el-paso,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.3888932751910883
eugene,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.807423074355516
fay-area,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.929544058402767
florence,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.3705689430323187
floyd,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.0167102037048321
frederick,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.19912182559814384
