location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.35763856524450677
austin,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.153105384067537
baltimore,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.22633634726056642
bangor,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6954020962624863
beaumont,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3967057960115217
boston,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5058012212737261
boulder,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.0518623950658053
charleston,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.68528184800592
cherokee,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8107334833418224
clt-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.4575996037613188
colorado,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6056451606208156
colorado-springs,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7853274917815953
columbia,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8327025583378562
columbus,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.4568045748460365
dallas,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3590616050782744
denver,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7069332336160746
deschutes,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.733824359295181
duluth,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6474084551660828
el-paso,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.38503990675032496
eugene,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.7983629506429804
fay-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.2899608310559
florence,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.438943563479319
floyd,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6244730965396089
frederick,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.1321337104433265
georgia,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.018835930755474
greenville,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7347025761417905
hall,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.46342267578289276
harford,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.26462783699739434
henry,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.39503430721808497
horry,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.16093292399969
houston,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6955226614911966
indiana,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.0143409277458548
indianapolis,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.292499305869008
la-grange,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6089408348300935
larimer,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.36219331307467517
lynn,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5406617096981252
macon,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7667842793464662
maine,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8233354606303152
marietta,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5394004966804449
maryland,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.32084375385883873
massachusetts,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5256794862804469
medford,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.8228814353371328
mesa,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7270553034745797
minneapolis,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6751023387022388
minnesota,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8247896316146708
montgomery,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.3438846133000512
nenc,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2977267498637466
new-bedford,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.533395195814467
north-carolina,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3039371090998806
nyc,2026-02-14,0,2026-02-14,ILI ED visits pct,quantile,0.025,1.8019293809262882
ogden,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2317049446733412
oregon,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.6937562857706245
pittsfield,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.24551164195096875
portland,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5056440903398701
portland-or,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.32487606018291
provo,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.0089804416089858
roanoke,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9240427642995478
rochester,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.715535909580654
rock-hill,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.22120656013493528
rtp-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2052881044999002
salem,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.342491419101686
salt-lake-city,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.4527423383606592
san-antonio,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,4.379003387809093
savannah,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.7776672388144223
senc,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9995985067397279
south-augusta,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.992591537260721
south-carolina,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.5826658944546868
springfield,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.3951697254612088
st-cloud,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2517840377628788
st-paul,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.48740926523404515
texas,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.7976118084375754
triad-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9079532084998445
utah,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.4121425802883116
virginia,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8232302639703204
weld,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.46113619088423186
wnc,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9421342338459647
worcester,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5037125603950269
athens,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.2644429595675727
austin,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.6717503007723997
baltimore,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.16855710063333304
bangor,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.5213137673330446
beaumont,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.0974243252506244
boston,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.37630968210100574
boulder,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.8447723052143112
charleston,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,2.087951602200273
cherokee,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.6302128043396159
clt-area,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.1299323974239588
