location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.019061420177151282
austin,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.09067492897662649
baltimore,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.04831838666567149
bangor,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.006244146426074888
beaumont,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.1292945666546195
boston,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.05386061013666097
boulder,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.023675783856043353
charleston,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.04646110560881555
cherokee,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.030846953361405097
clt-area,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.543540580710893
colorado,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.14522627481121742
colorado-springs,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.12721830950126561
columbia,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0037395791294082287
columbus,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0007864129921119952
dallas,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.06847040325020222
denver,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.17039142330427293
deschutes,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.09980828612445809
duluth,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.028716916181436715
el-paso,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.5503398374531301
eugene,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.027840437358516074
fay-area,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.44915731059258723
florence,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.02005822969944076
floyd,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0125213727971404
frederick,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0021254507859011645
georgia,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.07575888098833551
greenville,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.02781901912813571
hall,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0028473972033801354
harford,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.007357341997798821
henry,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.024050047735997275
horry,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.007312558093857715
houston,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.15856353478822738
indiana,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.03135718811647133
indianapolis,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.013865931728194109
la-grange,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0
larimer,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.011457099754979766
lynn,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.014178391707690528
macon,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.07465639742798065
maine,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.056464459941377144
marietta,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.012496030425398574
maryland,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.06693973575715412
massachusetts,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0670639714906934
medford,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0
mesa,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0023843554375351933
minneapolis,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.10143762037375588
minnesota,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.10960126737398097
montgomery,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.06926088490788271
nenc,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.05969522371817077
new-bedford,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.06204457639914992
north-carolina,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.2941138342908798
nyc,2026-05-23,0,2026-05-23,ILI ED visits pct,quantile,0.025,1.4875709756715993
ogden,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.018257409866833142
oregon,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.1161623415925165
pittsfield,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0
portland,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.015362119940008063
portland-or,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.09101623395959604
provo,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.008527913136379859
roanoke,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.039216692034524235
rochester,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.007549127748005624
rock-hill,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0
rtp-area,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.06804706643393024
salem,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.057102136898366095
salt-lake-city,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.05343710504335491
san-antonio,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.044988617614802585
savannah,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.0020325267232993386
senc,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.009409021066984708
south-augusta,2026-05-23,0,2026-05-23,Flu ED visits pct,quantile,0.025,0.01748261193096655
