location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.4079958068912694
austin,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.4521451672436346
baltimore,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.3521792506561319
bangor,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.3933376601007902
beaumont,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.26440276511834376
boston,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5234145568160311
boulder,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,1.1771580898790197
charleston,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.423861353365346
cherokee,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.49013229816710446
clt-area,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,1.242072946158503
colorado,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.8636092250996744
colorado-springs,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.6269106564506786
columbia,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.3643666249402943
columbus,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.29064987734782327
dallas,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5059464990190453
denver,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.9621735426084401
deschutes,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.3302986083037873
duluth,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.6542567500127222
el-paso,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.6766006049701564
eugene,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.20416983194751548
fay-area,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,1.2402984841706197
florence,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.1905325089691622
floyd,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.3120824052664033
frederick,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.1932275986073527
georgia,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.44242787323342525
greenville,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5662687990833164
hall,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.24426982752459747
harford,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.1531749758989869
henry,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.2625208807898594
horry,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.27836177920199673
houston,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.3894899755854946
indiana,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,1.1224463845858847
indianapolis,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,1.1836309699707297
la-grange,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.2438454982298942
larimer,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.3201963129155603
lynn,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.36628843433072966
macon,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.25887768799188077
maine,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.405029046167326
marietta,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.34967683992926296
maryland,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.4420070875943235
massachusetts,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.561229632612662
medford,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.08403315827877617
mesa,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.15599224061967487
minneapolis,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,1.009521310950761
minnesota,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.9104921433035361
montgomery,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.45788593383967513
nenc,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.7838836814815482
new-bedford,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.4497856307319946
north-carolina,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.8568063939194975
nyc,2026-03-21,0,2026-03-21,ILI ED visits pct,quantile,0.025,1.8007939950017267
ogden,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.31579761864296657
oregon,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5338864790633535
pittsfield,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.09052967408650499
portland,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.20193876185225032
portland-or,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.6875887831460125
provo,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.22569353460574054
roanoke,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.6372447779187882
rochester,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5498534066497034
rock-hill,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.270401198631109
rtp-area,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5925058358248892
salem,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5014566278171696
salt-lake-city,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.3975103826905972
san-antonio,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5377320580447961
savannah,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.1335556782429335
senc,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.37920589022947343
south-augusta,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.32425562728917867
south-carolina,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.4921530838815078
springfield,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.479308923960005
st-cloud,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5529616388065621
st-paul,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.6746332325241613
texas,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.6007367052278119
triad-area,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.6192724908988336
utah,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.3775450880260413
virginia,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.796247333501374
weld,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,1.01287932887439
wnc,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.5884914882742126
worcester,2026-03-21,0,2026-03-21,Flu ED visits pct,quantile,0.025,0.437504628629543
athens,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3010193527094758
austin,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3306274811837557
baltimore,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.25014412249428336
bangor,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.2906061088879831
beaumont,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.1839407470265456
boston,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3948358925003422
boulder,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.8734763984972108
charleston,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3039915980686813
cherokee,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.35713328595007826
clt-area,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.9445931693156121
colorado,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.6750696438216363
colorado-springs,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.48426561913785443
columbia,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.25268704791192165
columbus,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.20003608456635566
dallas,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.37989590852695276
denver,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.7329622588726961
deschutes,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.24835892608234678
duluth,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.4936819021952027
el-paso,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.49839508968033175
eugene,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.13911759319540287
fay-area,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.9357256950063316
florence,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.12386817525867515
floyd,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.2288596980230971
frederick,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.1332980436268628
georgia,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.32697276591278196
greenville,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3935019213896874
hall,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.17358556632059838
harford,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.10595297706318856
henry,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.18760730288149507
horry,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.19866721596510734
houston,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.300119623629338
indiana,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.8022743987664808
indianapolis,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.820941893773152
la-grange,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.17120752404636258
larimer,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.2301650202543319
lynn,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.26258610697781876
macon,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.19040051160744229
maine,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.29491150015873435
marietta,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.24949802373533692
maryland,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3292954564705717
massachusetts,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.43026528958388655
medford,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.050291283774014324
mesa,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.10699234794119848
minneapolis,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.7640148633712517
minnesota,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.6934261087589149
montgomery,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.32960670060629177
nenc,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.5468607944658264
new-bedford,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3275390753142256
north-carolina,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.6378675068680253
nyc,2026-03-21,1,2026-03-28,ILI ED visits pct,quantile,0.025,1.5414758438591645
ogden,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.2323271864972127
oregon,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.38984496744259806
pittsfield,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.05653498604058129
portland,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.14567386120055761
portland-or,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.512830836747518
provo,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.1577076800757699
roanoke,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.4661148061890528
rochester,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3773851463027606
rock-hill,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.18686291397670218
rtp-area,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.42873735494349274
salem,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.35292647548945066
salt-lake-city,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.2846326240656648
san-antonio,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.38480557362242235
savannah,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.08828176426098168
senc,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.2623114686694771
south-augusta,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.23814426547571144
south-carolina,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3512357020867017
springfield,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3516005028950713
st-cloud,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.40816673149227783
st-paul,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.5228496073849637
texas,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.467863667129183
triad-area,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.4767899040747812
utah,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.2717312191001522
virginia,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.6192097497950022
weld,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.7640006029763006
wnc,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.4147817429623613
worcester,2026-03-21,1,2026-03-28,Flu ED visits pct,quantile,0.025,0.3148293678349907
athens,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.21551893664695213
austin,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.2472596313614132
baltimore,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.1917967261875149
bangor,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.2016854668271284
beaumont,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.13589683316774423
boston,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.3075271626018326
boulder,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.6124726281022748
charleston,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.21645622220034458
cherokee,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.2579405627756291
clt-area,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.709122097183819
colorado,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.5251813265346919
colorado-springs,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.36655817651291067
columbia,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.17040002333919083
columbus,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.13170033203247206
dallas,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.288027656969366
denver,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.5750715615800334
deschutes,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.18184788218770717
duluth,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.3633409991773315
el-paso,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.38420492895541164
eugene,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.0888213627426634
fay-area,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.6706111250381186
florence,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.07749577762441867
floyd,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.15260706726631112
frederick,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.08744900103818354
georgia,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.2506040753602332
greenville,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.2856429867941619
hall,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.11794095917074292
harford,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.07324583595112717
henry,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.13594848765066156
horry,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.1451491108708269
houston,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.2652883360091204
indiana,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.5935708505157524
indianapolis,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.6060773865372918
la-grange,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.11427415779557103
larimer,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.14638994849736464
lynn,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.19674270964807933
macon,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.1408426546849866
maine,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.22481061580091638
marietta,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.17585012960690624
maryland,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.2523240882932283
massachusetts,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.3357539681803813
medford,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.027884608113601855
mesa,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.07027166125461884
minneapolis,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.6180736712004624
minnesota,2026-03-21,2,2026-04-04,Flu ED visits pct,quantile,0.025,0.5483324482861213
