location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.9146122337477403
austin,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,2.532769389794302
baltimore,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.33131462806921386
bangor,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.978080691476005
beaumont,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.156611510520147
boston,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.5865576025935243
boulder,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.4616978462095107
charleston,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.9989562068629694
cherokee,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.5301606816320528
clt-area,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.446665708516834
colorado,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.9154905950999007
colorado-springs,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.9334457990308229
columbia,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.1974330758893037
columbus,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.5676234557329354
dallas,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.7199478680730618
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.8830136787364214
deschutes,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,2.212998777905375
duluth,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.5804412185768897
el-paso,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.44116765733319446
eugene,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.7342810976175933
fay-area,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.949522353990019
florence,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.3831943703280805
floyd,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,1.1686115374982704
